"","Corpus","Author","Year","Case"
"3139","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","US v Gouveia.txt"
"3140","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1997","US v Hyde.txt"
"3141","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1993","US v Idaho ex rel Director Idaho Dept of Water Resources.txt"
"3142","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2001","US v Knights.txt"
"3143","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","US v Little Lake Misere Land Co Inc.txt"
"3144","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1994","US v Lopez.txt"
"3145","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","US v Mechanik.txt"
"3146","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","US v Mendoza.txt"
"3147","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","US v Montoya de Hernandez.txt"
"3148","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2000","US v Morrison.txt"
"3149","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1994","US v National Treasury Employees Union.txt"
"3150","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","US v Powell.txt"
"3151","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1998","US v Ramirez.txt"
"3152","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1972","US v Ramsey.txt"
"3153","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1987","US v Robinson.txt"
"3154","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","US v Rodgers.txt"
"3155","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","US v Russell.txt"
"3156","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","US v Rylander.txt"
"3157","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1987","US v Salerno.txt"
"3158","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1976","US v Santana.txt"
"3159","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","US v Scott.txt"
"3160","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","US v Security Indus Bank.txt"
"3161","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1989","US v Sokolow.txt"
"3162","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","US v Stauffer Chemical Co.txt"
"3163","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1993","US v Texas.txt"
"3164","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1996","US v Ursery.txt"
"3165","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","US v US Gypsum Co.txt"
"3166","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","US v Valenzuela-Bernal.txt"
"3167","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1989","US v Verdugo-Urquidez.txt"
"3168","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","US v Villamonte-Marquez.txt"
"3169","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1996","US v Virginia.txt"
"3170","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","US v Ward.txt"
"3171","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1994","US v X-Citement Video Inc.txt"
"3172","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","US v Yermian.txt"
"3173","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1997","Vacco v Quill.txt"
"3174","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Vachon v. New Hampshire.txt"
"3175","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Valley Forge Christian College v Americans United for Separation of Church.txt"
"3176","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Van Lare v. Hurley.txt"
"3177","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Vendo Co. v. Lektro-Vend Corp..txt"
"3178","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1977","Vermont Yankee Nuclear Power Corp v Natural Resources Defense Council Inc.txt"
"3179","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Vetterli v. United States Dist. Court for Cent. Dist..txt"
"3180","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1975","Virginia State Bd of Pharmacy v Virginia Citizens Consumer Council Inc.txt"
"3181","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2003","Virginia v Maryland.txt"
"3182","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","Vlandis v Kline.txt"
"3183","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","Volt Information Sciences Inc v Board of Trustees of Leland Stanford Junio.txt"
"3184","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Volvo of America Corp. v. Schwarzer.txt"
"3185","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1977","Wainwright v Sykes.txt"
"3186","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Wainwright v Witt.txt"
"3187","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Wallace v. Jaffree.txt"
"3188","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","Walters v National Ass'n of Radiation Survivors.txt"
"3189","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Warm Springs Dam Task Force v. Gribble.txt"
"3190","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Washington County v Gunther.txt"
"3191","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Washington Metropolitan Area Transit Authority v Johnson.txt"
"3192","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Washington v Confederated Tribes of Colville Indian Reservation.txt"
"3193","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1997","Washington v Glucksberg.txt"
"3194","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","Washington v US.txt"
"3195","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2002","Watchtower Bible and Tract Society of New York Inc v Village of Stratton.txt"
"3196","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Weaver v Graham.txt"
"3197","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Weber v. Aetna Casualty & Surety Co..txt"
"3198","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Weber v. Barrett.txt"
"3199","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","Webster v Doe.txt"
"3200","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1999","Weeks v Angelone.txt"
"3201","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Weinberger v Catholic Action of HawaiiPeace Educ Project.txt"
"3202","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Weinberger v Rossi.txt"
"3203","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1975","Weinberger v Salfi.txt"
"3204","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1975","Weinberger v Wiesenfeld.txt"
"3205","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1993","Weiss v US.txt"
"3206","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1994","West Lynn Creamery Inc v Healy.txt"
"3207","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Whalen v US.txt"
"3208","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","Wheat v US.txt"
"3209","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1991","White v Illinois.txt"
"3210","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","White v Massachusetts Council of Const Employers Inc.txt"
"3211","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1990","Whitmore v Arkansas.txt"
"3212","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1990","Wilder v Virginia Hosp Ass'n.txt"
"3213","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1999","Williams v Taylor.txt"
"3214","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1991","Willy v Coastal Corp.txt"
"3215","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1999","Wilson v Layne.txt"
"3216","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","Windward Shipping (London) Ltd v American Radio Ass'n AFL-CIO.txt"
"3217","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Winston v. Moore.txt"
"3218","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","Wisconsin v City of New York.txt"
"3219","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1993","Wisconsin v Mitchell.txt"
"3220","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Wise v Lipscomb.txt"
"3221","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Wolston v Reader's Digest Ass'n Inc.txt"
"3222","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Woodard v. Hutchins.txt"
"3223","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1976","Woodson v North Carolina.txt"
"3224","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1976","Wooley v Maynard.txt"
"3225","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1992","Wyatt v Cole.txt"
"3226","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Yazoo County Industrial Dev. Corp. v. Suthoff.txt"
"3227","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Ybarra v. Ill..txt"
"3228","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1977","Zablocki v Redhail.txt"
"3229","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Zant v Stephens.txt"
"3230","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2002","Zelman v Simmons-Harris.txt"
"3231","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Zobel v Williams.txt"
"3232","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1993","Zobrest v Catalina Foothills School Dist.txt"
"3233","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1995","44 Liquormart Inc v Rhode Island.txt"
"3234","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2007","Abdul-Kabir v Quarterman.txt"
"3235","SupremeCourtCorpusFinalEncoded","ScaliaCleaned",NA,"ABF Freight Sys. v. NLRB.txt"
"3236","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2014","Abramski v US.txt"
"3237","SupremeCourtCorpusFinalEncoded","ScaliaCleaned",NA,"Ada. v. Guam Soc'y of Obstetricians & Gynecologists.txt"
"3238","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1995","Adarand Constructors Inc v Pena.txt"
"3239","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2013","Adoptive Couple v Baby Girl.txt"
"3240","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2013","Agency for Intern Development v Alliance for Open Society Intern Inc.txt"
"3241","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1987","Agency Holding Corp v Malley-Duff And Associates Inc.txt"
"3242","SupremeCourtCorpusFinalEncoded","ScaliaCleaned",NA,"Air Wis. Airlines v. Hoeper.txt"
"3243","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2014","Alabama Dept of Revenue v CSX Transp Inc.txt"
"3244","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2014","Alabama Legislative Black Caucus v Alabama.txt"
"3245","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2010","Alabama v North Carolina.txt"
"3246","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2002","Alabama v Shelton.txt"
"3247","SupremeCourtCorpusFinalEncoded","ScaliaCleaned",NA,"Alaska v. United States.txt"
"3248","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1993","Albright v Oliver.txt"
"3249","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2001","Alexander v Sandoval.txt"
"3250","SupremeCourtCorpusFinalEncoded","ScaliaCleaned",NA,"Allen v. Lawhorn.txt"
"3251","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1997","Allentown Mack Sales and Service Inc v NLRB.txt"
"3252","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1994","Allied-Bruce Terminix Companies Inc v Dobson.txt"
"3253","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1997","Almendarez-Torres v US.txt"
"3254","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1988","Amerada Hess Corp v Director Div of Taxation New Jersey Dept of Treasury.txt"
"3255","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2014","American Broadcasting Companies Inc v Aereo Inc.txt"
"3256","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1993","American Dredging Co v Miller.txt"
"3257","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2013","American Exp Co v Italian Colors Restaurant.txt"
"3258","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1992","American National Red Cross v SG.txt"
"3259","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1998","American Tel and Tel Co v Central Office Telephone Inc.txt"
"3260","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2005","American Trucking Associations Inc v Michigan Public Service Com'n.txt"
"3261","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1987","American Trucking Associations Inc v Scheiner.txt"
"3262","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1989","American Trucking Associations Inc v Smith.txt"
"3263","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2012","Amgen Inc v Connecticut Retirement Plans and Trust Funds.txt"
"3264","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1987","Anderson v Creighton.txt"
"3265","SupremeCourtCorpusFinalEncoded","ScaliaCleaned",NA,"Anderson v. Buell.txt"
"3266","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1991","Anza v Ideal Steel Supply Corp.txt"
"3267","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2000","Apprendi v New Jersey.txt"
"3268","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1990","Arcadia Ohio v Ohio Power Co.txt"
"3269","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2010","Arizona Christian School Tuition Organization v Winn.txt"
"3270","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2015","Arizona State Legislature v Arizona Independent Redistricting Com'n.txt"
"3271","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2008","Arizona v Gant.txt"
"3272","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1986","Arizona v Hicks.txt"
"3273","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2013","Arizona v Inter Tribal Council of Arizona Inc.txt"
"3274","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2012","Arizona v US.txt"
"3275","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1987","Arkansas Writers' Project Inc v Ragland.txt"
"3276","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2015","Armstrong v Exceptional Child Center Inc.txt"
"3277","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2009","Arthur Andersen LLP v Carlisle.txt"
"3278","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2000","Artuz v Bennett.txt"
"3279","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1994","Asgrow Seed Co v Winterboer.txt"
"3280","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2011","Ashcroft v al-Kidd.txt"
"3281","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2004","Ashcroft v American Civil Liberties Union.txt"
"3282","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2013","Association for Molecular Pathology v Myriad Genetics Inc.txt"
"3283","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1998","AT And T Corp v Iowa Utilities Bd.txt"
"3284","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2010","ATAndT Mobility LLC v Concepcion.txt"
"3285","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2002","Atkins v Virginia.txt"
"3286","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1998","Atlantic Mut Ins Co v CIR.txt"
"3287","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1996","Auer v Robbins.txt"
"3288","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1989","Austin v Michigan Chamber of Commerce.txt"
"3289","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1993","Austin v US.txt"
"3290","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2006","Ayers v Belmontes.txt"
"3291","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1995","Babbitt v Sweet Home Chapter of Communities for a Great Oregon.txt"
"3292","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2012","Bailey v US.txt"
"3293","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1997","Baker by Thomas v General Motors Corp.txt"
"3294","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1988","Bank of Nova Scotia v US.txt"
"3295","SupremeCourtCorpusFinalEncoded","ScaliaCleaned",NA,"Bank One Chi., N.A. v. Midwest Bank & Trust Co..txt"
"3296","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1987","Bankers Life and Cas Co v Crenshaw.txt"
"3297","SupremeCourtCorpusFinalEncoded","ScaliaCleaned",NA,"Barclays Bank Plc. v. Franchise Tax Bd..txt"
"3298","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1991","Barnes v Glen Theatre Inc.txt"
"3299","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2002","Barnes v Gorman.txt"
"3300","SupremeCourtCorpusFinalEncoded","ScaliaCleaned",NA,"Barnes v. E-Systems.txt"
"3301","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2002","Barnhart v Peabody Coal Co.txt"
"3302","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2003","Barnhart v Thomas.txt"
"3303","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2002","Barnhart v Walton.txt"
"3304","SupremeCourtCorpusFinalEncoded","ScaliaCleaned",NA,"Baze v. Rees.txt"
"3305","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2002","BE And K Const Co v NLRB.txt"
"3306","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2007","Beck v PACE Intern Union.txt"
"3307","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2011","Beer v US.txt"
"3308","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2008","Begay v US.txt"
"3309","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1990","Begier v IRS.txt"
"3310","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1995","Behrens v Pelletier.txt"
"3311","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1988","Bendix Autolite Corp v Midwesco Enterprises Inc.txt"
"3312","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2003","Beneficial Nat Bank v Anderson.txt"
"3313","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1996","Bennett v Spear.txt"
"3314","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1993","BFP v Resolution Trust Corp.txt"
"3315","SupremeCourtCorpusFinalEncoded","ScaliaCleaned",NA,"Black v. United States.txt"
"3316","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2004","Blakely v Washington.txt"
"3317","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1988","Blanchard v Bergeron.txt"
"3318","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1991","Blatchford v Native Village of Noatak and Circle Village.txt"
"3319","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1997","Blessing v Freestone.txt"
"3320","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1995","BMW of North America Inc v Gore.txt"
"3321","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1996","Board of County Comrs Wabaunsee County Kan v Umbehr.txt"
"3322","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1994","Board of Educ of Kiryas Joel Village School Dist v Grumet.txt"
"3323","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2013","Board of Trustees of State University of New York v Fox.txt"
"3324","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2013","Bond v US.txt"
"3325","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1987","Booth v Maryland.txt"
"3326","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2011","Borough of Duryea Pa v Guarnieri.txt"
"3327","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2007","Boumediene v Bush.txt"
"3328","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1998","Bousley v US.txt"
"3329","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1988","Bowen v Georgetown University Hosp.txt"
"3330","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1988","Bowen v Massachusetts.txt"
"3331","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1987","Boyle v United Technologies Corp.txt"
"3332","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2002","Branch v Smith.txt"
"3333","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1991","Braxton v US.txt"
"3334","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1991","Bray v Alexandria Women's Health Clinic.txt"
"3335","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2007","Brewer v Quarterman.txt"
"3336","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1997","Brogan v US.txt"
"3337","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","1989","Brower v County of Inyo.txt"
"3338","SupremeCourtCorpusFinalEncoded","ScaliaCleaned","2010","Brown v Entertainment Merchants Ass'n.txt"
